Year,Month,Day,Hour,Minute,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
2023,1,2,2,0,9.4,7.5,1.9,15.4,12.6,64.6,845.7,2.5,248.9,0
2023,1,2,3,0,78.5,62.8,15.7,16.5,14.2,75.6,845.2,1.8,12.5,0
2023,1,2,4,0,84.2,67.3,16.8,19.0,16.0,75.9,845.0,1.0,41.3,0
2023,1,2,5,0,153.0,122.4,30.6,19.4,14.9,82.6,844.6,0.9,271.0,0
2023,1,2,6,0,324.4,259.5,64.9,20.9,15.9,79.7,846.9,0.9,132.7,0
2023,1,2,7,0,396.6,317.3,79.3,20.0,15.5,83.1,845.4,0.8,329.9,0
2023,1,2,8,0,661.5,529.2,132.3,22.2,19.8,80.0,845.5,2.2,163.5,0
2023,1,2,9,0,768.7,614.9,153.7,22.7,19.4,77.7,846.1,2.6,290.0,0
2023,1,2,10,0,1048.8,839.0,209.8,22.9,18.7,70.8,847.0,2.0,215.8,0
2023,1,2,11,0,1016.3,813.1,203.3,26.9,23.7,68.4,844.4,2.2,74.1,0
2023,1,2,12,0,924.9,739.9,185.0,26.1,23.6,58.0,844.2,3.0,218.3,0
2023,1,2,13,0,866.0,692.8,173.2,24.5,22.3,59.1,845.2,3.3,312.3,0
2023,1,2,14,0,895.9,716.8,179.2,23.8,19.3,52.2,844.8,4.0,6.7,0
2023,1,2,15,0,668.0,534.4,133.6,23.4,18.8,39.1,844.8,4.7,326.7,0
2023,1,2,16,0,623.1,498.4,124.6,22.2,17.5,41.7,845.7,4.9,98.6,0
2023,1,2,17,0,444.3,355.4,88.9,20.4,17.6,34.6,843.6,4.9,170.6,0
2023,1,2,18,0,307.9,246.3,61.6,20.5,16.6,39.4,843.1,5.0,311.5,0
2023,1,2,19,0,191.8,153.5,38.4,19.1,14.2,43.4,844.4,5.7,86.7,0
2023,1,2,20,0,215.0,172.0,43.0,16.7,13.9,43.0,846.8,4.6,289.3,0
2023,1,2,21,0,69.4,55.5,13.9,15.4,12.5,44.0,844.0,5.4,239.6,0
2023,1,2,22,0,65.4,52.3,13.1,16.1,12.7,48.0,845.6,2.4,147.7,0
2023,1,2,23,0,0.0,0.0,0.0,14.2,9.9,58.6,845.3,3.9,195.7,0
2023,1,3,0,0,0.0,0.0,0.0,14.7,9.7,61.5,846.5,3.0,225.8,0
2023,1,3,1,0,85.2,68.2,17.0,14.3,11.0,65.5,846.0,1.9,106.4,0
2023,1,3,2,0,84.3,67.4,16.9,16.2,13.7,76.3,844.8,2.1,183.8,0
2023,1,3,3,0,94.9,75.9,19.0,14.9,10.8,79.6,843.6,1.2,251.8,0
2023,1,3,4,0,137.8,110.3,27.6,18.3,16.3,85.7,846.0,0.6,73.0,0
2023,1,3,5,0,198.6,158.9,39.7,17.5,15.2,85.7,845.9,1.2,183.9,0
2023,1,3,6,0,416.5,333.2,83.3,20.6,16.5,72.5,841.7,1.0,204.0,0
2023,1,3,7,0,388.9,311.1,77.8,21.7,17.9,77.7,845.9,0.6,138.8,0
2023,1,3,8,0,594.7,475.8,118.9,21.9,19.1,72.8,846.8,1.4,315.8,0
2023,1,3,9,0,764.3,611.4,152.9,23.8,20.8,81.8,845.3,1.2,354.0,0
2023,1,3,10,0,867.5,694.0,173.5,24.5,22.2,70.7,844.1,1.4,244.2,0
2023,1,3,11,0,1032.7,826.1,206.5,23.2,20.0,70.1,847.4,2.3,310.1,0
2023,1,3,12,0,983.7,787.0,196.7,23.9,20.4,63.6,845.0,3.0,264.2,0
2023,1,3,13,0,935.5,748.4,187.1,24.2,20.8,55.3,845.5,3.7,313.7,0
2023,1,3,14,0,938.3,750.7,187.7,24.5,22.4,47.4,845.2,4.3,203.1,0
2023,1,3,15,0,737.7,590.2,147.5,22.8,20.7,43.2,845.6,4.9,192.6,0
2023,1,3,16,0,658.7,527.0,131.7,21.1,18.1,45.0,843.9,4.7,259.8,0
2023,1,3,17,0,485.4,388.3,97.1,21.7,19.5,44.3,844.7,4.9,212.2,0
2023,1,3,18,0,279.5,223.6,55.9,19.9,15.1,37.6,845.6,6.3,130.0,0
2023,1,3,19,0,197.6,158.1,39.5,20.0,17.0,48.6,844.0,5.4,272.9,0
2023,1,3,20,0,183.5,146.8,36.7,18.0,14.5,44.6,846.1,5.2,331.8,0
2023,1,3,21,0,158.1,126.5,31.6,16.6,12.1,44.0,845.3,5.1,62.7,0
2023,1,3,22,0,58.6,46.8,11.7,15.0,12.2,45.8,844.9,3.4,211.5,0
2023,1,3,23,0,0.0,0.0,0.0,14.4,9.7,56.5,845.1,4.0,178.0,0
2023,1,4,0,0,41.5,33.2,8.3,13.8,11.4,60.6,843.3,2.0,44.0,0
2023,1,4,1,0,47.0,37.6,9.4,16.7,12.8,60.2,848.0,2.9,172.7,0
2023,1,4,2,0,69.0,55.2,13.8,15.6,13.0,72.3,845.2,1.5,148.2,0
2023,1,4,3,0,64.0,51.2,12.8,17.8,12.9,77.6,845.5,1.6,328.0,0
2023,1,4,4,0,204.8,163.9,41.0,17.2,13.2,73.3,844.9,2.3,306.9,0
2023,1,4,5,0,179.5,143.6,35.9,18.0,14.1,76.4,844.9,0.2,211.7,0
2023,1,4,6,0,299.0,239.2,59.8,22.3,17.3,77.0,844.9,0.6,151.5,0
2023,1,4,7,0,396.4,317.1,79.3,21.3,17.6,83.6,845.4,1.7,117.5,0
2023,1,4,8,0,553.7,443.0,110.7,23.1,19.0,72.6,846.5,1.4,290.5,0
2023,1,4,9,0,800.5,640.4,160.1,23.9,21.6,73.5,844.6,1.5,282.7,0
2023,1,4,10,0,949.2,759.4,189.8,25.0,21.8,71.3,845.5,2.0,35.4,0
2023,1,4,11,0,842.0,673.6,168.4,23.9,21.2,72.2,844.5,3.4,204.8,0
2023,1,4,12,0,1034.6,827.7,206.9,23.5,21.0,65.0,845.0,3.1,236.2,0
2023,1,4,13,0,909.6,727.7,181.9,25.7,23.1,57.1,844.2,3.9,300.3,0
2023,1,4,14,0,904.3,723.5,180.9,23.4,20.5,54.9,845.3,4.3,288.6,0
2023,1,4,15,0,716.7,573.3,143.3,23.1,18.2,44.0,845.3,4.3,97.5,0
2023,1,4,16,0,578.7,463.0,115.7,22.3,18.7,42.3,844.2,4.6,252.1,0
2023,1,4,17,0,387.8,310.2,77.6,21.2,18.2,42.3,843.9,4.6,299.2,0
2023,1,4,18,0,293.5,234.8,58.7,19.4,16.4,42.5,844.0,4.5,113.3,0
2023,1,4,19,0,271.0,216.8,54.2,17.6,15.6,36.6,844.1,4.9,13.4,0
2023,1,4,20,0,153.7,123.0,30.7,18.4,16.2,48.3,844.8,5.2,105.2,0
2023,1,4,21,0,43.7,35.0,8.7,16.0,11.8,50.5,843.9,4.6,144.5,0
2023,1,4,22,0,108.4,86.7,21.7,16.8,13.0,46.6,845.1,3.1,92.0,0
2023,1,4,23,0,49.2,39.3,9.8,14.9,12.7,53.4,842.3,4.1,210.2,0
2023,1,5,0,0,17.1,13.7,3.4,15.8,12.9,63.6,845.3,3.7,157.4,0
2023,1,5,1,0,106.8,85.4,21.4,15.1,10.8,70.9,845.3,2.1,321.5,0
2023,1,5,2,0,136.5,109.2,27.3,14.9,12.1,77.2,847.1,3.0,149.9,0
2023,1,5,3,0,91.9,73.5,18.4,17.5,13.1,74.7,846.7,2.3,90.6,0
2023,1,5,4,0,212.4,169.9,42.5,16.1,13.6,78.8,843.1,1.4,331.7,0
2023,1,5,5,0,236.3,189.1,47.3,19.1,16.6,72.6,843.1,0.8,190.2,0
2023,1,5,6,0,323.9,259.1,64.8,20.8,17.4,87.6,844.1,0.2,253.4,0
2023,1,5,7,0,471.1,376.9,94.2,21.2,16.7,82.7,845.2,0.5,88.8,0
2023,1,5,8,0,605.8,484.7,121.2,23.3,19.5,83.1,844.9,0.2,73.4,0
2023,1,5,9,0,716.5,573.2,143.3,23.9,21.2,84.6,844.3,2.2,219.9,0
2023,1,5,10,0,872.7,698.2,174.5,23.8,19.9,66.8,843.8,1.8,299.5,0
2023,1,5,11,0,1030.0,824.0,206.0,22.4,18.4,61.8,845.3,3.3,338.4,0
2023,1,5,12,0,1080.8,864.6,216.2,25.7,21.8,53.3,844.0,1.9,173.8,0
2023,1,5,13,0,937.8,750.2,187.6,23.6,19.9,59.5,843.6,3.5,120.8,0
2023,1,5,14,0,895.8,716.7,179.2,24.6,20.0,48.7,847.0,3.7,265.0,0
2023,1,5,15,0,739.4,591.5,147.9,24.1,20.7,49.6,845.7,4.6,335.5,0
2023,1,5,16,0,590.2,472.2,118.0,21.8,18.2,52.5,844.8,5.0,94.2,0
2023,1,5,17,0,446.5,357.2,89.3,22.5,17.7,43.8,846.0,5.5,53.1,0
2023,1,5,18,0,266.5,213.2,53.3,18.0,13.8,40.4,844.9,5.4,50.3,0
2023,1,5,19,0,259.9,207.9,52.0,18.4,13.8,47.5,844.0,5.2,251.6,0
2023,1,5,20,0,191.8,153.4,38.4,18.3,15.9,44.9,844.2,4.3,339.7,0
2023,1,5,21,0,139.3,111.4,27.9,15.8,11.4,43.5,845.7,3.4,201.4,0
2023,1,5,22,0,73.4,58.7,14.7,15.7,13.4,60.1,843.9,4.6,128.7,0
2023,1,5,23,0,0.0,0.0,0.0,15.6,12.8,51.5,844.2,3.0,34.1,0
2023,1,6,0,0,7.2,5.8,1.4,15.1,10.8,71.2,843.8,3.4,307.4,0
2023,1,6,1,0,0.0,0.0,0.0,16.6,12.2,60.5,846.6,2.3,174.7,0
2023,1,6,2,0,6.2,5.0,1.2,14.9,11.7,72.5,843.7,1.6,103.4,0
2023,1,6,3,0,144.7,115.8,28.9,16.7,13.8,73.4,845.1,1.5,254.1,0
2023,1,6,4,0,120.6,96.5,24.1,16.9,14.3,75.0,844.4,1.7,316.6,0
2023,1,6,5,0,228.3,182.7,45.7,16.7,11.7,79.6,845.1,0.5,326.2,0
2023,1,6,6,0,416.4,333.1,83.3,20.9,18.2,79.0,844.6,1.0,321.8,0
2023,1,6,7,0,402.9,322.3,80.6,22.1,18.8,72.6,845.1,1.0,65.9,0
2023,1,6,8,0,640.7,512.6,128.1,21.7,18.1,82.7,842.9,1.2,335.3,0
2023,1,6,9,0,657.1,525.7,131.4,24.2,21.0,72.8,843.3,1.5,267.8,0
2023,1,6,10,0,743.6,594.9,148.7,25.4,22.1,64.3,847.1,1.0,327.2,0
2023,1,6,11,0,1049.6,839.6,209.9,25.7,23.2,64.3,844.4,2.3,156.5,0
2023,1,6,12,0,994.3,795.5,198.9,23.6,21.5,60.2,845.0,2.5,207.7,0
2023,1,6,13,0,1069.7,855.8,213.9,25.3,21.7,57.9,845.1,3.0,81.9,0
2023,1,6,14,0,931.4,745.2,186.3,22.7,20.5,56.7,844.4,4.0,18.6,0
2023,1,6,15,0,764.4,611.5,152.9,23.9,20.9,42.1,844.6,4.2,123.7,0
2023,1,6,16,0,617.8,494.3,123.6,23.7,19.3,43.5,843.8,4.6,107.9,0
2023,1,6,17,0,490.2,392.2,98.0,23.0,19.0,49.0,843.9,4.4,326.4,0
2023,1,6,18,0,359.2,287.3,71.8,20.1,17.8,44.7,845.4,5.2,272.0,0
2023,1,6,19,0,183.5,146.8,36.7,18.1,14.8,43.7,844.8,5.0,119.2,0
2023,1,6,20,0,97.0,77.6,19.4,17.2,14.5,38.2,845.2,5.3,200.8,0
2023,1,6,21,0,145.9,116.7,29.2,15.3,11.3,47.5,844.8,5.1,225.0,0
2023,1,6,22,0,88.7,71.0,17.7,16.2,11.9,51.3,843.7,3.8,136.6,0
2023,1,6,23,0,42.4,33.9,8.5,14.0,9.0,55.3,844.3,3.3,89.1,0
2023,1,7,0,0,23.1,18.5,4.6,14.9,11.4,65.4,844.8,2.5,286.6,0
2023,1,7,1,0,0.0,0.0,0.0,17.2,13.7,66.6,845.6,2.9,35.2,0
2023,1,7,2,0,0.0,0.0,0.0,15.5,11.1,69.8,843.6,1.9,196.5,0
2023,1,7,3,0,78.2,62.5,15.6,15.4,12.0,67.4,845.7,1.2,345.6,0
2023,1,7,4,0,163.8,131.0,32.8,18.0,13.2,64.7,844.8,1.5,68.2,0
2023,1,7,5,0,195.0,156.0,39.0,20.3,17.1,68.4,844.3,1.1,74.2,0
2023,1,7,6,0,266.8,213.4,53.4,19.7,17.0,91.4,844.0,1.4,69.8,0
2023,1,7,7,0,518.6,414.9,103.7,21.5,19.3,77.4,843.7,1.9,250.4,0
2023,1,7,8,0,635.5,508.4,127.1,22.5,19.8,75.1,845.9,1.6,315.6,0
2023,1,7,9,0,860.5,688.4,172.1,22.3,17.9,72.8,844.4,0.7,256.6,0
2023,1,7,10,0,923.1,738.5,184.6,23.4,20.2,70.6,845.1,1.5,342.5,0
2023,1,7,11,0,943.6,754.9,188.7,25.1,22.4,76.6,843.9,2.0,47.4,0
2023,1,7,12,0,1077.8,862.2,215.6,25.4,23.4,52.0,843.6,3.6,145.2,0
2023,1,7,13,0,1052.1,841.7,210.4,24.9,21.1,52.1,844.2,3.2,307.8,0
2023,1,7,14,0,869.0,695.2,173.8,25.3,20.9,50.2,844.8,4.7,256.5,0
2023,1,7,15,0,730.1,584.1,146.0,23.5,18.6,39.4,845.7,5.2,224.0,0
2023,1,7,16,0,571.0,456.8,114.2,22.6,19.1,37.4,845.4,4.8,313.7,0
2023,1,7,17,0,429.0,343.2,85.8,22.2,17.3,46.2,845.1,4.6,292.6,0
2023,1,7,18,0,421.7,337.3,84.3,20.9,16.4,41.2,844.9,4.8,145.6,0
2023,1,7,19,0,237.0,189.6,47.4,19.8,16.1,38.1,844.6,4.2,158.9,0
2023,1,7,20,0,147.7,118.2,29.5,19.5,16.4,37.2,845.5,4.0,274.0,0
2023,1,7,21,0,126.6,101.3,25.3,15.7,12.4,42.3,844.3,4.4,49.1,0
2023,1,7,22,0,0.0,0.0,0.0,16.1,13.5,58.6,844.5,4.3,5.6,0
2023,1,7,23,0,0.1,0.1,0.0,15.1,11.4,61.0,844.9,3.3,57.0,0
2023,1,8,0,0,0.0,0.0,0.0,16.3,12.8,69.5,844.3,2.5,249.4,0
2023,1,8,1,0,8.5,6.8,1.7,14.8,12.5,69.2,844.8,2.6,299.6,0
2023,1,8,2,0,69.1,55.3,13.8,15.0,10.8,77.8,845.1,2.3,191.2,0
2023,1,8,3,0,29.7,23.8,5.9,16.2,13.3,72.2,841.4,1.9,300.4,0
2023,1,8,4,0,119.0,95.2,23.8,16.7,14.6,72.6,845.8,0.7,255.9,0
2023,1,8,5,0,260.5,208.4,52.1,18.8,16.7,82.4,844.8,1.3,7.9,0
2023,1,8,6,0,360.9,288.8,72.2,21.2,17.2,82.7,845.9,1.5,177.7,0
2023,1,8,7,0,405.6,324.5,81.1,21.7,19.3,68.6,844.6,1.2,340.7,0
2023,1,8,8,0,554.5,443.6,110.9,22.5,17.7,76.4,845.0,0.4,282.3,0
2023,1,8,9,0,744.4,595.5,148.9,23.4,19.8,79.1,844.8,0.3,128.4,0
2023,1,8,10,0,858.8,687.1,171.8,25.4,21.4,73.8,844.5,2.3,170.1,0
2023,1,8,11,0,976.6,781.3,195.3,26.0,21.5,66.2,843.5,3.3,165.8,0
2023,1,8,12,0,1038.1,830.5,207.6,22.9,20.2,67.1,843.3,3.1,7.4,0
2023,1,8,13,0,946.1,756.8,189.2,24.6,20.2,58.0,842.9,3.6,232.2,0
2023,1,8,14,0,912.0,729.6,182.4,25.4,20.8,40.5,845.0,4.3,281.0,0
2023,1,8,15,0,768.8,615.1,153.8,22.5,20.0,39.2,843.7,3.9,145.7,0
2023,1,8,16,0,607.5,486.0,121.5,22.2,19.5,38.3,845.7,5.2,15.6,0
2023,1,8,17,0,408.8,327.1,81.8,20.8,15.9,43.5,844.2,4.8,86.0,0
2023,1,8,18,0,392.2,313.8,78.4,19.5,14.6,41.3,845.1,4.6,60.0,0
2023,1,8,19,0,238.0,190.4,47.6,18.4,14.1,35.9,846.1,4.5,220.2,0
2023,1,8,20,0,100.4,80.3,20.1,18.2,15.6,49.0,845.5,5.2,125.5,0
2023,1,8,21,0,10.6,8.4,2.1,16.4,13.0,48.0,846.5,5.2,28.0,0
2023,1,8,22,0,0.0,0.0,0.0,15.2,12.2,51.9,844.6,4.1,12.1,0
2023,1,8,23,0,0.0,0.0,0.0,14.5,10.6,54.3,845.3,3.8,253.9,0
2023,1,9,0,0,0.0,0.0,0.0,13.8,10.5,61.1,844.8,3.2,155.5,0
2023,1,9,1,0,9.9,7.9,2.0,14.7,12.2,73.3,846.5,1.5,71.8,0
2023,1,9,2,0,84.3,67.5,16.9,15.0,11.8,68.1,844.7,1.8,297.3,0
2023,1,9,3,0,119.3,95.5,23.9,17.7,12.7,71.4,845.3,1.1,207.4,0
2023,1,9,4,0,158.0,126.4,31.6,17.0,15.0,89.1,845.3,1.5,168.6,0
2023,1,9,5,0,269.5,215.6,53.9,18.1,15.4,73.2,841.9,0.8,334.4,0
2023,1,9,6,0,369.3,295.4,73.9,20.0,15.5,79.5,844.4,0.7,186.3,0
2023,1,9,7,0,338.0,270.4,67.6,21.3,18.6,70.9,844.2,0.9,334.2,0
2023,1,9,8,0,539.9,432.0,108.0,22.8,18.8,76.2,843.7,1.7,233.0,0
2023,1,9,9,0,748.6,598.9,149.7,22.3,18.3,76.2,844.0,1.2,228.4,0
2023,1,9,10,0,863.5,690.8,172.7,23.6,19.1,78.3,844.4,1.9,146.2,0
2023,1,9,11,0,1006.4,805.1,201.3,23.8,19.4,57.1,844.4,2.5,81.5,0
2023,1,9,12,0,893.3,714.7,178.7,25.2,20.6,55.4,843.5,3.2,216.5,0
2023,1,9,13,0,1001.7,801.3,200.3,26.2,22.5,50.4,844.8,4.0,139.2,0
2023,1,9,14,0,853.1,682.5,170.6,22.9,20.8,44.6,844.8,4.2,307.6,0
2023,1,9,15,0,771.8,617.4,154.4,23.6,19.5,49.5,845.9,4.9,181.6,0
2023,1,9,16,0,611.3,489.1,122.3,21.5,19.1,47.3,845.1,5.1,331.2,0
2023,1,9,17,0,506.0,404.8,101.2,20.2,17.2,42.5,845.1,4.4,39.4,0
2023,1,9,18,0,236.0,188.8,47.2,20.0,17.7,44.2,843.8,5.0,129.3,0
2023,1,9,19,0,264.0,211.2,52.8,20.0,17.8,34.6,843.8,5.1,265.6,0
2023,1,9,20,0,110.5,88.4,22.1,18.6,13.9,44.4,845.7,4.4,341.1,0
2023,1,9,21,0,13.4,10.8,2.7,17.2,14.1,40.8,845.9,4.9,102.4,0
2023,1,9,22,0,61.3,49.0,12.3,16.9,13.1,56.6,844.7,4.0,124.4,0
2023,1,9,23,0,0.0,0.0,0.0,14.8,11.0,52.5,844.0,3.1,207.4,0
2023,1,10,0,0,0.0,0.0,0.0,16.2,11.3,58.7,846.0,2.8,82.1,0
2023,1,10,1,0,14.1,11.2,2.8,16.3,12.9,61.1,844.1,2.1,179.7,0
2023,1,10,2,0,0.0,0.0,0.0,15.4,10.5,65.1,842.9,3.2,337.6,0
2023,1,10,3,0,58.6,46.9,11.7,16.7,14.1,76.5,844.7,2.9,236.5,0
2023,1,10,4,0,155.3,124.2,31.1,17.8,13.7,79.7,845.5,1.5,222.3,0
2023,1,10,5,0,255.0,204.0,51.0,17.2,12.4,73.6,846.3,1.5,350.2,0
2023,1,10,6,0,270.3,216.3,54.1,19.4,15.9,79.6,843.0,0.8,56.2,0
2023,1,10,7,0,488.9,391.1,97.8,20.7,16.9,81.1,845.7,1.7,202.3,0
2023,1,10,8,0,671.1,536.9,134.2,22.4,19.3,77.7,845.2,0.7,105.6,0
2023,1,10,9,0,719.5,575.6,143.9,23.9,21.4,84.1,846.6,1.9,28.3,0
2023,1,10,10,0,840.2,672.2,168.0,26.6,22.1,74.7,844.9,2.3,207.8,0
2023,1,10,11,0,967.4,773.9,193.5,23.6,20.7,57.2,845.4,2.6,47.5,0
2023,1,10,12,0,1014.3,811.4,202.9,25.8,22.2,55.4,844.2,3.0,21.7,0
2023,1,10,13,0,969.6,775.7,193.9,25.3,21.9,46.6,844.5,3.3,121.7,0
2023,1,10,14,0,945.7,756.6,189.1,23.5,21.3,53.2,844.5,4.4,150.4,0
2023,1,10,15,0,770.6,616.5,154.1,23.8,21.3,53.2,846.1,5.0,201.9,0
2023,1,10,16,0,702.9,562.3,140.6,21.4,18.8,33.2,845.4,4.3,351.3,0
2023,1,10,17,0,444.4,355.5,88.9,20.8,16.8,46.7,843.4,4.7,338.7,0
2023,1,10,18,0,389.1,311.3,77.8,18.5,15.3,40.4,844.4,5.9,299.5,0
2023,1,10,19,0,250.0,200.0,50.0,19.2,15.4,42.2,846.1,4.7,172.5,0
2023,1,10,20,0,99.7,79.8,19.9,15.4,11.5,36.2,846.3,4.6,342.7,0
2023,1,10,21,0,38.2,30.6,7.6,18.0,14.0,56.0,844.7,5.1,266.8,0
2023,1,10,22,0,43.8,35.0,8.8,15.6,12.6,47.9,845.4,4.0,227.6,0
2023,1,10,23,0,9.0,7.2,1.8,15.7,12.2,52.7,844.0,4.0,358.9,0
2023,1,11,0,0,0.0,0.0,0.0,15.5,11.4,50.9,843.9,3.6,262.8,0
2023,1,11,1,0,49.6,39.7,9.9,15.3,10.5,70.3,844.8,1.9,145.1,0
2023,1,11,2,0,0.0,0.0,0.0,14.5,10.1,68.2,846.6,2.8,116.0,0
2023,1,11,3,0,122.1,97.7,24.4,17.9,13.2,74.0,845.6,2.0,72.4,0
2023,1,11,4,0,77.3,61.8,15.5,18.1,15.8,71.1,847.0,1.5,52.1,0
2023,1,11,5,0,234.1,187.3,46.8,16.9,14.3,83.1,843.9,1.7,194.5,0
2023,1,11,6,0,245.9,196.7,49.2,20.5,18.4,88.2,844.6,1.8,113.2,0
2023,1,11,7,0,420.7,336.5,84.1,22.0,19.3,82.0,844.3,1.4,202.7,0
2023,1,11,8,0,597.3,477.8,119.5,20.3,15.3,74.4,845.8,0.9,165.9,0
2023,1,11,9,0,705.4,564.3,141.1,25.8,21.5,65.5,843.1,1.7,200.7,0
2023,1,11,10,0,857.1,685.7,171.4,23.4,20.1,70.2,844.0,0.9,243.0,0
2023,1,11,11,0,927.1,741.7,185.4,26.0,23.2,61.3,845.5,2.0,221.2,0
2023,1,11,12,0,963.6,770.9,192.7,26.1,23.4,66.2,843.8,2.3,76.0,0
2023,1,11,13,0,1006.6,805.3,201.3,24.9,22.8,58.3,844.1,3.2,162.2,0
2023,1,11,14,0,820.5,656.4,164.1,23.1,18.6,53.4,845.1,4.9,290.4,0
2023,1,11,15,0,768.6,614.9,153.7,23.0,19.0,43.7,845.7,4.7,92.8,0
2023,1,11,16,0,575.8,460.7,115.2,22.9,18.8,37.2,843.7,5.0,203.0,0
2023,1,11,17,0,381.4,305.1,76.3,22.2,17.8,44.2,845.6,5.1,263.2,0
2023,1,11,18,0,386.2,309.0,77.2,20.9,16.8,37.7,846.8,5.9,157.4,0
2023,1,11,19,0,200.4,160.3,40.1,17.5,13.5,40.4,844.9,6.0,110.1,0
2023,1,11,20,0,215.0,172.0,43.0,18.1,14.1,38.9,844.8,4.8,211.3,0
2023,1,11,21,0,146.9,117.5,29.4,17.6,13.6,43.2,846.0,3.7,48.5,0
2023,1,11,22,0,31.9,25.5,6.4,15.2,12.6,54.9,844.9,4.5,135.7,0
2023,1,11,23,0,44.8,35.9,9.0,14.3,11.9,46.4,843.3,3.6,273.9,0
2023,1,12,0,0,67.2,53.7,13.4,15.8,12.5,65.8,843.6,3.8,172.9,0
2023,1,12,1,0,0.0,0.0,0.0,15.5,13.2,70.9,846.1,1.8,103.1,0
2023,1,12,2,0,7.8,6.3,1.6,17.1,12.5,75.4,843.2,1.6,58.5,0
2023,1,12,3,0,116.2,93.0,23.2,16.7,13.2,74.6,844.4,0.9,192.5,0
2023,1,12,4,0,26.8,21.5,5.4,16.9,14.2,79.9,845.0,1.4,305.2,0
2023,1,12,5,0,140.2,112.2,28.0,17.7,12.7,89.1,844.6,0.8,91.0,0
2023,1,12,6,0,263.2,210.6,52.6,21.5,18.3,74.8,843.9,0.2,304.0,0
2023,1,12,7,0,481.3,385.0,96.3,21.5,17.9,81.5,845.6,0.9,197.8,0
2023,1,12,8,0,638.2,510.5,127.6,22.1,19.9,76.2,845.3,1.6,181.1,0
2023,1,12,9,0,739.3,591.4,147.9,22.3,20.0,74.8,846.0,1.6,309.0,0
2023,1,12,10,0,951.2,761.0,190.2,24.4,20.5,69.7,847.1,2.5,57.2,0
2023,1,12,11,0,909.8,727.8,182.0,24.0,21.2,69.5,844.1,3.0,285.7,0
2023,1,12,12,0,978.4,782.7,195.7,25.5,23.5,53.1,844.7,3.1,104.9,0
2023,1,12,13,0,1064.7,851.8,212.9,24.0,20.7,56.4,845.4,4.3,224.4,0
2023,1,12,14,0,846.1,676.9,169.2,23.0,20.7,52.0,845.4,3.7,202.1,0
2023,1,12,15,0,665.1,532.1,133.0,23.2,21.0,44.7,845.4,3.2,178.6,0
2023,1,12,16,0,548.2,438.5,109.6,23.3,19.3,33.4,843.7,4.5,258.0,0
2023,1,12,17,0,540.8,432.7,108.2,21.6,16.8,37.8,845.1,5.1,232.0,0
